,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
53,8/25/2018 16:21:12,masculino,25,brazil,mato grosso,primavera do leste,mestrado,biotecnologia,nao,,pesquisador,biologia,06 - 10,biotecnologia,sim,sim,fablab,insatisfatorio,muitos pesquisadores e poucos equipamentos,,hplc,sim,hplc,por quebra do equipamento existente e demora na manutencao,biorreator,sim,sim,buscava um preco mais acessivel,sim
54,8/26/2018 2:19:20,feminino,36,,parana,curitiba,doutorado,biomadicina,"sim, instituicao publica",university of rhode island,pesquisador,saude,16 - 20,neurociencia,nao,nao,,insatisfatorio,muitos pesquisadores e poucos equipamentos,,microscopio,sim,neurolocuda,equipamento indisponivel (outras razoes alem de quebra),microscopio confocal,talvez,sim,buscava um preco mais acessivel,nao
55,8/26/2018 17:22:29,feminino,33,brazil,sao paulo,sao paulo,graduacao - bacharelado,fisica,nao,,estudante,oceanografia,01 - 05,fisica,sim,nao,nao,parcialmente satisfatorio,muitos pesquisadores e poucos equipamentos,,computadores,nao tenho conhecimento,,,,talvez,nao,,
56,8/26/2018 21:24:22,feminino,54,brazil,minas gerais,belo horizonte,"graduacao - licenciatura, mestrado",literatura e linguistica,nao,,pesquisador,educacao,26 - 30,literatura brasileira e producao textual,sim,sim,nao,prefiro nao opinar no momento,nao disponho de experiencia suficiente para opinar,,,nao tenho conhecimento,,,,talvez,nao,,
57,8/27/2018 2:20:04,masculino,21,brazil,rs,porto alegre,"graduacao - bacharelado, em andamento",engenharia quimica,"sim, instituicao publica",ufrgs,estudante,engenharia,01 - 05,termodinamica,sim,sim,,parcialmente satisfatorio,certos tipos de equipamento nao estao disponiveis,"por serem caros de adquirir, ou manutencao indisponivel",,nao tenho conhecimento,,por quebra do equipamento existente e demora na manutencao,,,,,
58,8/27/2018 3:04:09,feminino,20,brazil,rio de janeiro,rio de janeiro,graduacao - bacharelado,ciencias biologicas - biotecnologia,"sim, instituicao publica",uerj,"estudante, pesquisador",biologia,01 - 05,genetica e neuro,sim,nao sei responder,nao,parcialmente satisfatorio,demora na manutencao/conserto do equipamento existente,,sequenciador de dna,nao tenho conhecimento,,,mais sequenciadores e quantificadores,sim,nao,,
59,8/27/2018 3:08:45,feminino,52,brazil,parana,curitiba,especializacao,ciencias  biologicas,"sim, instituicao publica",centro estadual de educacao profissional de curitiba,professor,biologia,26 - 30,biotecnologia ambiental,sim,nao sei responder,nao,parcialmente satisfatorio,demora na manutencao/conserto do equipamento existente,,incubadora de fotoperiodo,sim,compressor ar,equipamento indisponivel (outras razoes alem de quebra),estufa incubadora,sim,nao,,
60,8/27/2018 3:11:39,masculino,24,brazil,pi,floriano,graduacao - licenciatura,biologo,"sim, instituicao publica",universidade federal do piaui,estudante,biologia,01 - 05,paleontologia,sim,sim,sim,parcialmente satisfatorio,certos tipos de equipamento nao estao disponiveis,falta recursos necessarios e espaco de atuacao em algumas areas,"estereomicroscopio binocular, lupa com haste articulavel",nao,,"apesar de dificuldades com equipamentos, nao foi necessario alterar nenhum projeto porque contamos com equipamentos de colaboradores","martelos pneumaticos, equipamentos para analise histologica",talvez,nao,,
61,8/27/2018 3:21:06,feminino,29,brazil,am,manaus,doutorado,fitopatologia,"sim, instituicao publica",universidade federal do amazonas,pesquisador,biologia,11 - 15,bioinformatica,sim,sim,nao,insatisfatorio,certos tipos de equipamento nao estao disponiveis,"a aquisicao e manutencao dos equipamentos sao de alto custo, e considerada por muitos algo nao necesario","termocicladores para pcr, tissue lyzer, sequenciador, q-tof, maldi tof",sim,todos citados na resposta anterior,equipamento indisponivel (outras razoes alem de quebra),"real time, um computador com capacidade para analises de bioinformatica, qtof, termocicladores, qubit",sim,nao,,
62,8/27/2018 3:27:48,masculino,37,brazil,rio de janeiro,rio das ostras,graduacao - licenciatura,biologia,"sim, instituicao publica",,professor,biologia,01 - 05,genetica,sim,sim,motion lis,parcialmente satisfatorio,certos tipos de equipamento nao estao disponiveis,falta de orcamento,"microscopios, pipetas de precisao",nao,,alteracao no momento de planejamento,microscopios e pipetas de precisao,talvez,nao,,
63,8/27/2018 3:41:57,feminino,39,brazil,parana,maringa,doutorado,cirurgia-dentista,"sim, instituicao privada",fatecie,"pesquisador, professor",saude,01 - 05,histologia e embriologia,nao sei responder,nao sei responder,ainda nao,parcialmente satisfatorio,certos tipos de equipamento nao estao disponiveis,"falta de recurso. tento desenvolver algumas coisas na uem e na unesp, que sao universidades parceiras","processamento histologico, imuno-histoquimica, western-blotting. necessito ms/ms",sim,microscopia eletronica; rt-pcr; ms/ms,equipamento indisponivel (outras razoes alem de quebra),rt-pcr; ms/ms;,talvez,nao,,
64,8/27/2018 3:42:54,masculino,34,,pr,curitiba,doutorado,engenheiro agronomo,"sim, instituicao publica",universidade federal do parana,pesquisador,agrarias,11 - 15,fitopatologia,sim,sim,,parcialmente satisfatorio,certos tipos de equipamento nao estao disponiveis,falta de recursos financeiros,estufas incubadoras de microrganismos e termocicladores,sim,termociclador para qpcr,equipamento indisponivel (outras razoes alem de quebra),termociclador qpcr,sim,sim,buscava um preco mais acessivel,sim
65,8/27/2018 3:51:56,feminino,35,brazil,sao paulo,sao paulo,doutorado,biomedica / neurocientista,"sim, instituicao publica",unifesp,professor,neurociencia,16 - 20,eletrofisiologia e comportamento animal,nao,sim,sim,parcialmente satisfatorio,certos tipos de equipamento nao estao disponiveis,"o equipamento nao esta disponivel por nao haver interesse anterior naquele equipamento ou, quando existe, nao ha mao de obra qualificada para sua utilizacao","setup the patch clamp, photon multiplier, microscopio de fluoresncencia, aparelhos de comportamento animal para registrar locomocao, consumo de liquidos etc",nao tenho conhecimento,,equipamento indisponivel (outras razoes alem de quebra),setup de patch clamp com o sistema para medida de fotometria,sim,nao,,
66,8/27/2018 4:04:18,masculino,40,brazil,sp,campinas,"graduacao - licenciatura, especializacao",pedagogia / ciencias biologicas (lic.),"sim, instituicao publica",prefeitura municipal de hortolandia/sp (emef dayla cristina souza de amorim / emef taquara branca),"pesquisador, professor",educacao / ciencias,16 - 20,ensino polivalente (fundamental i); ensino de ciencias (fundamental ii); incentivo a pesquisa e divulgacao cientifica (fundamental i e ii),sim,sim,nao,insatisfatorio,demora na manutencao/conserto do equipamento existente,,"computadores/tablets, internet, microscopios, vidraria, reagentes, insumos (luvas, oculos, mascaras), bancadas",sim,microscopio,"por quebra do equipamento existente e demora na manutencao, equipamento indisponivel (outras razoes alem de quebra)","laboratorio completo para ensino fundamental i e ii, com material (experimentoteca e laboratorial) para ensino de quimica, fisica e biologia",sim,sim,por gostar de experimentar,sim
67,8/27/2018 5:10:28,feminino,22,brazil,sao paulo,sao carlos,graduacao - bacharelado,biotecnologia,nao,,,biologia,01 - 05,biologia molecular,sim,sim,beaf,,muitos pesquisadores e poucos equipamentos,,,sim,,equipamento indisponivel (outras razoes alem de quebra),,sim,sim,buscava um preco mais acessivel,sim
68,8/27/2018 7:14:00,feminino,25,brazil,bahia,salvador,em andamento,,"sim, instituicao publica",ufba,estudante,saude,01 - 05,medicina veterrinaria,nao sei responder,nao sei responder,,insatisfatorio,certos tipos de equipamento nao estao disponiveis,,,sim,,por quebra do equipamento existente e demora na manutencao,,sim,sim,buscava um preco mais acessivel,sim
69,8/27/2018 10:08:39,feminino,53,brazil,rj,rj,pos-dov,,"sim, instituicao publica",prefeitura da cidade do rj,profissional da area operacional,engenharia,21 - 25,construcao civil / meio ambiente,nao,sim,linux,prefiro nao opinar no momento,demora na manutencao/conserto do equipamento existente,,computadores,nao,,"apesar de dificuldades com equipamentos, nao foi necessario alterar nenhum projeto porque contamos com equipamentos de colaboradores",computadores mais modernos,nao,nao,,
70,8/27/2018 10:14:36,masculino,32,brazil,minas gerais,belo horizonte,pos doutorado,biomedico,"sim, instituicao publica",ufmg,"pesquisador, professor",biologia,11 - 15,macroambiente tecidual,sim,sim,,parcialmente satisfatorio,muitos pesquisadores e poucos equipamentos,,,,,equipamento indisponivel (outras razoes alem de quebra),3i vivio,sim,sim,pela necessidade de estabelecer novos protocolos e/ou experimentos no laboratorio,sim
71,8/27/2018 11:58:39,feminino,40,brazil,ba,salvador,doutorado,medica veterinaria,"sim, instituicao publica",,professor,microbiologia,11 - 15,micologia,nao sei responder,nao sei responder,nao,insatisfatorio,certos tipos de equipamento nao estao disponiveis,falta de colaboracao entre os laboratorios,,sim,rotaevaporador e liofilizador,equipamento indisponivel (outras razoes alem de quebra),capela de fluxo laminar,sim,nao,,
72,8/27/2018 12:20:05,masculino,63,brazil,santa catarina,fln,doutorado,educador,nao,,professor,educacao,36 - 40,,nao sei responder,nao sei responder,,parcialmente satisfatorio,certos tipos de equipamento nao estao disponiveis,,,nao tenho conhecimento,,por quebra do equipamento existente e demora na manutencao,,talvez,nao,,
73,8/27/2018 14:46:05,feminino,37,brazil,rio de janeiro,niteroi,pos-doc,farmaceutica,"sim, instituicao publica",universidade federal fluminense,"pesquisador, professor",quimica,06 - 10,sintese organica,sim,sim,,parcialmente satisfatorio,demora na manutencao/conserto do equipamento existente,,rmn e hrms,nao,,nenhuma alteracao no projeto de pesquisa foi necessaria pela falta ou quebra de equipamentos,cg-ms,talvez,nao,,
74,8/27/2018 14:51:02,feminino,36,brazil,sp,campinas,doutorado,,"sim, instituicao publica",unicamp,professor,quimica,16 - 20,,sim,sim,,insatisfatorio,muitos pesquisadores e poucos equipamentos,,,sim,,"por quebra do equipamento existente e demora na manutencao, equipamento indisponivel (outras razoes alem de quebra)",,sim,sim,pela marca ter sido recomendada,sim
75,8/27/2018 16:00:50,feminino,36,brazil,sao paulo,aruja,doutorado,biologia,nao,,profissional da area administrativa,biologia,16 - 20,biologia celular,nao sei responder,sim,nao,insatisfatorio,demora na manutencao/conserto do equipamento existente,,termocicladora,nao tenho conhecimento,,resultado de experimento alterou projeto,sequenciador de nova geracao,sim,sim,pela necessidade de estabelecer novos protocolos e/ou experimentos no laboratorio,sim
76,8/27/2018 16:30:40,feminino,32,brazil,rj,campos dos goytacazes,mestrado,biologa,"sim, instituicao publica",uenf,estudante,biologia,11 - 15,bioinformatica e epigenetica,sim,sim,softwares de programacao (linguagem r),parcialmente satisfatorio,certos tipos de equipamento nao estao disponiveis,"a falta de verba acaba diminuindo a aquisicao e/ou manutencao de equipamentos, desta forma, aqueles equipamentos ainda em funcionamento tem o uso restrito, o que impede o desenvolvimento abrangente da pesquisa","sequenciador de dna, servidor, computadores",sim,acesso ao servidor e uso do sequenciador de dna,equipamento indisponivel (outras razoes alem de quebra),servidor,sim,nao,,
77,8/27/2018 16:34:36,feminino,31,brazil,rio de janeiro,niteroi,mestrado,ecologia,"sim, instituicao publica",uenf/cederj,estudante,biologia,06 - 10,"ecologia de peixes (reproducao, comportamento)",sim,sim,prometheus science,prefiro nao opinar no momento,demora na manutencao/conserto do equipamento existente,,,,,,,,nao,,
78,8/27/2018 16:50:58,feminino,37,brazil,rio de janeiro,rio de janeiro,doutorado,biologa,nao,instituto de pesquisas do jbrj,"estudante, pesquisador",biologia,11 - 15,conservacao de ambiente marinho,sim,sim,r project,parcialmente satisfatorio,certos tipos de equipamento nao estao disponiveis,,"softwer de estatistica, estufa, equipamentos de mergulho autonomo, freezer, microtomo..",sim,espectrofotometro,"apesar de dificuldades com equipamentos, nao foi necessario alterar nenhum projeto porque contamos com equipamentos de colaboradores",espectrofotometro,talvez,nao,,
79,8/27/2018 16:51:00,masculino,44,brazil,rio de janeiro,rio de janeiro,"graduacao - bacharelado, graduacao - licenciatura, especializacao",biologo,"sim, instituicao publica",seeduc,professor,biologia,11 - 15,bioinformatica; biologia molecular,sim,sim,nao,insatisfatorio,certos tipos de equipamento nao estao disponiveis,boa parte dos circuitos nao sao faceis de serem encontrados,termociclador,sim,,alteracao no momento de planejamento,a questao muitas vezes nao e o equipamento mas sim os reagentes,sim,sim,por ser a unica marca disponivel no momento,sim
80,8/27/2018 17:20:27,masculino,47,brazil,rio de janeiro,sao goncalo,especializacao,teologia,nao,82924812,pesquisador,educacao,06 - 10,,sim,nao sei responder,,parcialmente satisfatorio,muitos pesquisadores e poucos equipamentos,,,nao tenho conhecimento,,equipamento indisponivel (outras razoes alem de quebra),,talvez,nao,,
81,8/27/2018 17:41:14,feminino,41,brazil,ms,campo grande,doutorado,biologia,"sim, instituicao publica",ufms,professor,biologia,16 - 20,microbiologia,sim,sim,,parcialmente satisfatorio,demora na manutencao/conserto do equipamento existente,,"fluxo laminar, centrifugas, estufas",nao tenho conhecimento,,"apesar de dificuldades com equipamentos, nao foi necessario alterar nenhum projeto porque contamos com equipamentos de colaboradores",centrifuga refrigerada,talvez,sim,por ser a unica marca disponivel no momento,sim
82,8/27/2018 18:22:12,feminino,50,brazil,rio de janeiro,volta redonda,mestrado,ciencias biologicas,"sim, instituicao publica",prefeitura municipal de barra mansa/micinense,professor,educacao,11 - 15,fisica,nao,nao, nao,insatisfatorio,certos tipos de equipamento nao estao disponiveis,,"microscopios,  telescopios,  lupas",sim,estereomicroscopios,por quebra do equipamento existente e demora na manutencao,estereomicroscopios com tela,sim,nao,,
83,8/27/2018 21:02:44,feminino,26,brazil,minas gerais,vicosa,mestrado,bioquimica,nao,,estudante,biologia,06 - 10,microbiologia,sim,sim,nao,parcialmente satisfatorio,demora na manutencao/conserto do equipamento existente,,"shaker, cromatografo, centrifuga, termociclador",nao tenho conhecimento,,por quebra do equipamento existente e demora na manutencao,shaker,sim,sim,pela marca ter sido recomendada,sim
84,8/27/2018 21:41:33,feminino,28,brazil,sao paulo,campinas,doutorado,medicina veterinaria,"sim, instituicao publica",unicamp,pesquisador,saude,06 - 10,zoonoses e saude publica,sim,sim,nao,insatisfatorio,muitos pesquisadores e poucos equipamentos,,termociclador,nao,,"apesar de dificuldades com equipamentos, nao foi necessario alterar nenhum projeto porque contamos com equipamentos de colaboradores",sequenciador,sim,nao,,
85,8/27/2018 23:32:55,masculino,36,brazil,mg,inconfidentes,doutorado,licenciatura em ciencias biologicas,"sim, instituicao publica",ifsuldeminas,professor,biologia,11 - 15,tecnologia educacional,sim,sim,"arduino, laboratorios remotos",parcialmente satisfatorio,demora na manutencao/conserto do equipamento existente,,laboratorio de biologia celular / genetica,sim,termociclador /microscopio,equipamento indisponivel (outras razoes alem de quebra),termociclador / microscopio invertido,sim,sim,buscava um preco mais acessivel,sim
86,8/27/2018 23:53:58,feminino,23,brazil,rio de janeiro,itaperuna,"ensino fundamental, ensino medio, tecnico ou tecnologo, graduacao - licenciatura, em andamento",tecnico em quimica,"sim, instituicao publica",uenf,estudante,biologia,01 - 05,,nao sei responder,nao sei responder,nao conheco,insatisfatorio,demora na manutencao/conserto do equipamento existente,,microscopio,sim,microscopio,equipamento indisponivel (outras razoes alem de quebra),"microscopios, vidrarias",talvez,nao,,
87,8/28/2018 2:30:17,masculino,26,brazil,pernambuco,vitoria de santo antao,"graduacao - licenciatura, em andamento",ciencias biologicas,nao,,"estudante, pesquisador",biologia,01 - 05,genotoxicidade,nao,nao,nao,insatisfatorio,certos tipos de equipamento nao estao disponiveis,falta de investimento do governo,muitos,nao tenho conhecimento,,,,sim,nao,,
88,8/28/2018 4:54:41,feminino,28,brazil,rio de janeiro,rio de janeiro,"doutorado, em andamento",biomedica,"sim, instituicao publica",universidade federal do rio de janeiro,estudante,biologia,11 - 15,farmacologia,sim,sim,sci hub,insatisfatorio,equipamentos de uso exclusivo e nao multi-usuario,,"aparatos comportamentais, espectrofotometro, termociclador",nao,,"apesar de dificuldades com equipamentos, nao foi necessario alterar nenhum projeto porque contamos com equipamentos de colaboradores",cintilador de fase liquida,talvez,nao,,
89,8/28/2018 15:01:51,feminino,27,brazil,amazonas,manaus,"doutorado, em andamento",ciencias biologicas,"sim, instituicao publica",universidade do estado do amazonas,estudante,biologia,01 - 05,parasitologia,sim,sim,nao,satisfatorio,certos tipos de equipamento nao estao disponiveis,acesso ao laboratorio,microscopio,nao,,equipamento indisponivel (outras razoes alem de quebra),microscopio eletronico,sim,nao,,
90,8/28/2018 18:15:05,feminino,33,brazil,minas gerais,uberaba,"graduacao - licenciatura, em andamento",melhoramento genetico,nao,,,biologia,,biologia celular,nao sei responder,nao sei responder,nao,insatisfatorio,certos tipos de equipamento nao estao disponiveis,alguns equipamentos sao de um custo mais elevado e creio que fica inviavel te - los em universidades federais,nao me lembro,sim,nao me lembro,equipamento indisponivel (outras razoes alem de quebra),"microscopio com camera digital, impressora 3d, entre outros",sim,sim,buscava um preco mais acessivel,sim
91,8/29/2018 0:25:50,feminino,22,brazil,sao paulo,sao paulo,"graduacao - bacharelado, em andamento",engenharia biotecnologica (bacharelado),"sim, instituicao publica",unesp,estudante,biologia,01 - 05,reproducao animal e humana,sim,sim,biomark,parcialmente satisfatorio,certos tipos de equipamento nao estao disponiveis,"a gritante falta de verba para dedicada a pesquisa publica no pais implica em nao ser possivel realizar a manutencao adequada dos equipamentos e com isso, a sua inutilizacao em um curto periodo de tempo. alem disso, existem varios pesquisadores utilizando os mesmo equipamentos, muitas vezes sem supervisao ou acompanhamento adequado. consequentemente, e mais rapida a inutilizacao do mesmo","incubadora com controle de oxigenio e gas carbonico, lupas, microscopios, centrifugas, banho maria, vortex",sim,microscopio invertido,por quebra do equipamento existente e demora na manutencao,"incubadora com controle de oxigenio e gas carbonico, microscopio invertido, lupas",talvez,nao,,
92,8/29/2018 4:14:26,feminino,37,brazil,bahia,feira de santana,"mestrado, em andamento",licenciatura em ciencias biologicas,"sim, instituicao publica",ufrb,profissional da area administrativa,quimica,06 - 10,"bioquimica, quimica e biologia",sim,sim,sim,satisfatorio,,,"espectrofotometro, destilador e centrifugadora.",nao tenho conhecimento,,,equipamentos para substituir o destilador.,sim,sim,pela necessidade de estabelecer novos protocolos e/ou experimentos no laboratorio,sim
93,8/30/2018 11:38:06,feminino,28,brazil,mt,cuiaba,"doutorado, em andamento",biologa,"sim, instituicao publica",,estudante,biologia,06 - 10,ecologia e genetica,sim,sim,apenas artigos,insatisfatorio,demora na manutencao/conserto do equipamento existente,,"termociclador, osmose reversa,  espectofotometro, estufa, banho maria",nao tenho conhecimento,,equipamento indisponivel (outras razoes alem de quebra),osmose reversa e pipetas,talvez,nao,,
94,8/30/2018 19:45:33,feminino,46,brazil,mato grosso do sul,campo grande,doutorado,ciencias biologicas,"sim, instituicao publica",ufms,professor,biologia,21 - 25,poluicao ambiental,sim,sim,,insatisfatorio,demora na manutencao/conserto do equipamento existente,,"cg-ms ,  hplc-ms",sim,cg-ms,por quebra do equipamento existente e demora na manutencao,cg-ms e hplc-ms,sim,nao,,
95,8/31/2018 5:43:52,feminino,40,brazil,rj,rio das ostras,graduacao - licenciatura,pedagoga,nao,,professor,educacao,06 - 10,processos educativos,nao sei responder,nao sei responder,desconheco,parcialmente satisfatorio,demora na manutencao/conserto do equipamento existente,,tecnologias mais avancadas,nao tenho conhecimento,nao,por quebra do equipamento existente e demora na manutencao,computadores e projetores com tecnologia mais avancada,sim,sim,buscava um preco mais acessivel,sim
96,9/4/2018 18:13:39,masculino,50,brazil,rj,campos dos goytacazes,doutorado,biologo,"sim, instituicao publica",uenf,"pesquisador, professor",biologia,26 - 30,biologia celular,sim,nao sei responder,nao,insatisfatorio,certos tipos de equipamento nao estao disponiveis,acesso e dificuldade de manutencao,microscopio eletronico,nao,,"apesar de dificuldades com equipamentos, nao foi necessario alterar nenhum projeto porque contamos com equipamentos de colaboradores",ultramicrotomo,sim,nao,,
97,9/8/2018 16:15:49,masculino,33,brazil,rio de janeiro,rio de janeiro,doutorado,ciencia biologica,"sim, instituicao publica",universidade federal do rio de janeiro,professor,biologia,11 - 15,bioquimica,sim,sim,gpower para calculos estatisticos; imagej para analise de imagens,parcialmente satisfatorio,demora na manutencao/conserto do equipamento existente,,termociclador para pcr em tempo real; leitor de placas de elisa,nao,,,leitor de placa de elisa,sim,sim,buscava um preco mais acessivel,sim
98,9/8/2018 17:43:08,feminino,50,brazil,rio de janeiro,rio de janeiro,doutorado,farmaceutica,"sim, instituicao publica",ufrj,professor,farmacia,16 - 20,farmacotecnica,sim,sim,,insatisfatorio,certos tipos de equipamento nao estao disponiveis,a compra foi exclusiva para um docente e sua equipe,"dissolutor, analizador de particulas",sim,analizador de particulas,equipamento indisponivel (outras razoes alem de quebra),,sim,nao,,
99,9/8/2018 20:09:31,feminino,43,brazil,rio de janeiro,rio de janeiro,doutorado,bioquimica,"sim, instituicao publica",federal university of rio de janeiro,professor,farmacia,06 - 10,bioquimica,sim,sim,nao,insatisfatorio,demora na manutencao/conserto do equipamento existente,,"fluorimetro, calorimetro",sim,infravermelho,por quebra do equipamento existente e demora na manutencao,espectrofotometro,sim,sim,buscava um preco mais acessivel,sim
100,9/9/2018 13:10:27,feminino,39,brazil,rj,marica,"graduacao - bacharelado, graduacao - licenciatura, mestrado, doutorado, pos doutorado em tecnologia farmaceutica",doutorado em biociencias - area biologia celular,"sim, instituicao publica",ufrj,"pesquisador, professor",biologia,11 - 15,biologia celular - cultura de celulas,sim,nao sei responder,nao sei responder,insatisfatorio,certos tipos de equipamento nao estao disponiveis,"ha feudos na universidade e o equipamento que deveria ser para uso comum so esta disponivel para colaboradores proximos ou afins, sem a existencia de multiusuario. os locais que existem sao plataformas pagas e nao gratuitas com o objetivo de manutencao e conserto do equipamento, o que e um caminho para mante-lo aberto, mas que por outro lado inviabiliza o uso por pesquisadores emergentes ou que nao possuem verbas para suas pesquisas","microscopios de varredura, transmissao, fluorescencia, tamanho de particula, autoclave, spray drier; hplc/massas",sim,spray drier; hplc,equipamento indisponivel (outras razoes alem de quebra),hplc,sim,sim,buscava um preco mais acessivel,sim
101,9/9/2018 15:15:46,masculino,41,brazil,rj,rio de janeiro,doutorado,biomedicina,"sim, instituicao publica",universidade federal do rio de janeiro,professor,educacao,11 - 15,ensino,sim,nao,nao,parcialmente satisfatorio,pesquisadores controlam o uso dos equipamentos,,"computador, software, equipamento de filmagem",sim,equipamentos diversos para filmagem,equipamento indisponivel (outras razoes alem de quebra),refletor; ilha de edicao,sim,nao,,
102,9/9/2018 17:38:20,feminino,32,brazil,rio de janeiro,rio de janeiro,doutorado,biologo,"sim, instituicao publica",ufrj,"pesquisador, professor",engenharia quimica,11 - 15,biotecnologia,nao sei responder,nao,nao,insatisfatorio,certos tipos de equipamento nao estao disponiveis,"alta demanda acaba comprometendo o acesso a todos; muitos nao possuem manutencao coletiva, o que dificulta que um amplo numero de pesquisadores possa utilizar o equipamento de uma forma aberta",hplc,nao,,,"cg-ms, hplc acoplado a massas",sim,sim,buscava um preco mais acessivel,sim
103,9/10/2018 19:16:18,feminino,41,brazil,rio de janeiro,rio de janeiro,doutorado,biologia,"sim, instituicao publica",ufrj,professor,saude,16 - 20,microbiologia,nao sei responder,nao sei responder,nao,parcialmente satisfatorio,demora na manutencao/conserto do equipamento existente,,"citometro de fluxo, centrifugas",nao,,nenhuma alteracao no projeto de pesquisa foi necessaria pela falta ou quebra de equipamentos,centrifuga de eppendorf,sim,nao,,
104,9/14/2018 0:10:41,feminino,46,brazil,sao paulo,sao paulo,"tecnico ou tecnologo, graduacao - bacharelado, em andamento",tecnologo em polimeros,"sim, instituicao publica",fatec zona leste,estudante,,16 - 20,pesquisa em polimeros,nao sei responder,nao sei responder,nao,parcialmente satisfatorio,demora na manutencao/conserto do equipamento existente,,"dsc, mev, microscopio",sim,dsc,equipamento indisponivel (outras razoes alem de quebra),dsc,sim,nao,,
105,9/20/2018 19:50:51,feminino,21,brazil,rio grande do sul,caxias do sul,"graduacao - bacharelado, em andamento",engenharia quimica,"sim, instituicao privada",ecocerta analises ambientais,profissional da area operacional,quimica,01 - 05,analitica ambiental,sim,sim,nao,parcialmente satisfatorio,demora na manutencao/conserto do equipamento existente,,cromatografos,nao,,"apesar de dificuldades com equipamentos, nao foi necessario alterar nenhum projeto porque contamos com equipamentos de colaboradores",icp-ms,talvez,nao,,
